10;66.48;175.33;0.04;22
20;62.63;65.61;0.03;7
30;67.18;21.22;0.04;1
40;64.44;113.51;0.05;1
50;64.44;0.64;0.10;0
10;41.88;164.50;0.04;54
20;67.90;66.58;0.06;6
30;57.49;41.09;0.03;0
40;66.48;67.05;0.09;9
50;61.61;19.50;0.04;0
10;57.28;253.07;0.07;24
20;50.99;122.95;0.06;6
30;59.40;110.12;0.05;0
40;65.19;25.62;0.03;0
50;58.69;84.33;0.06;0
10;66.48;109.59;0.03;2
20;65.95;146.54;0.04;2
30;60.61;63.80;0.05;2
40;66.48;0.87;0.08;0
50;69.31;34.15;0.03;1
10;57.49;196.89;0.05;19
20;59.64;85.19;0.04;24
30;54.08;76.86;0.07;7
40;61.40;28.00;0.03;0
50;68.59;19.36;0.04;0
10;55.76;114.68;0.04;11
20;61.52;16.44;0.03;0
30;65.19;39.88;0.03;0
40;61.22;54.57;0.05;0
50;62.97;59.95;0.06;13
10;63.25;209.18;0.03;35
20;55.90;28.86;0.02;3
30;68.59;99.82;0.06;7
40;66.47;24.33;0.03;0
50;62.63;44.79;0.04;0
10;61.52;186.27;0.05;61
20;52.39;45.01;0.04;2
30;64.38;81.54;0.05;15
40;65.30;22.14;0.03;0
50;64.44;51.00;0.08;7
10;63.66;143.85;0.06;23
20;62.80;45.84;0.06;11
30;58.73;23.93;0.02;0
40;67.27;41.25;0.04;0
50;63.66;11.03;0.02;0
10;47.38;177.39;0.04;48
20;54.41;144.02;0.06;32
30;65.80;41.75;0.07;6
40;68.62;124.08;0.05;24
50;63.64;43.51;0.04;0
10;51.66;140.52;0.06;42
20;53.76;30.96;0.03;0
30;59.41;68.71;0.05;3
40;65.19;40.79;0.05;0
50;63.03;11.93;0.03;0
10;56.86;188.86;0.04;21
20;55.44;67.24;0.03;0
30;65.12;135.89;0.04;11
40;62.37;84.94;0.04;0
50;63.64;118.31;0.05;0
10;60.11;226.34;0.06;171
20;68.59;108.40;0.05;23
30;61.52;67.47;0.11;1
40;63.66;92.21;0.08;45
50;65.30;59.96;0.06;0
10;57.80;233.17;0.06;7
20;61.55;43.92;0.03;0
30;64.44;147.58;0.07;37
40;65.07;16.22;0.04;4
50;65.12;130.66;0.06;8
10;63.89;186.90;0.04;14
20;63.78;86.59;0.06;20
30;63.13;136.53;0.05;2
40;63.64;38.75;0.05;6
50;65.19;104.86;0.07;6
10;62.94;134.52;0.04;52
20;55.76;81.83;0.04;17
30;61.22;74.17;0.04;0
40;65.12;2.05;0.05;0
50;65.95;32.68;0.03;0
10;48.41;150.48;0.04;15
20;62.63;77.55;0.04;13
30;63.70;43.74;0.04;2
40;58.26;18.36;0.03;0
50;64.35;19.01;0.03;0
10;68.62;198.10;0.07;53
20;57.80;35.48;0.02;0
30;62.94;40.45;0.05;10
40;67.94;45.93;0.06;0
50;66.53;28.51;0.05;1
10;66.47;142.68;0.04;15
20;58.52;81.74;0.05;7
30;60.61;21.21;0.03;0
40;67.90;90.36;0.05;0
50;66.47;66.35;0.05;1
10;55.87;183.57;0.03;31
20;58.82;90.76;0.06;47
30;63.78;79.11;0.05;0
40;65.12;96.88;0.07;9
50;63.70;13.13;0.02;0
