10;66.48;61.13;0.03;27
10;66.48;316.19;0.53;1014
20;62.63;0.86;0.05;6
20;62.63;316.19;0.82;1208
30;67.18;0.86;0.16;5
30;67.18;316.19;0.92;1211
40;64.44;2.36;0.06;9
40;64.44;316.19;1.53;1250
50;64.44;14.26;0.05;8
50;64.44;316.19;2.00;1261
10;41.88;112.79;0.03;68
10;41.88;316.19;0.52;978
20;67.90;0.86;0.20;4
20;67.90;316.19;0.85;1211
30;57.49;0.86;0.07;6
30;57.49;316.19;1.03;1232
40;66.48;0.86;0.06;6
40;66.48;316.19;1.35;1246
50;61.61;33.75;0.03;24
50;61.61;316.19;1.60;1254
10;57.28;0.86;0.24;4
10;57.28;316.19;0.50;995
20;50.99;0.86;0.05;6
20;50.99;316.19;0.72;1194
30;59.40;0.86;0.10;5
30;59.40;316.19;1.17;1234
40;65.19;0.82;0.08;6
40;65.19;316.19;1.46;1249
50;58.69;10.23;0.10;13
50;58.69;316.19;1.34;1253
10;66.48;99.53;0.03;48
10;66.48;316.19;0.55;1066
20;65.95;0.86;0.05;6
20;65.95;316.19;0.80;1208
30;60.61;0.86;0.94;5
30;60.61;316.19;1.16;1239
40;66.48;0.76;0.09;6
40;66.48;316.19;1.68;1251
50;69.31;3.92;0.05;8
50;69.31;316.19;1.92;1258
10;57.49;0.86;0.16;4
10;57.49;316.19;0.52;1029
20;59.64;0.86;0.04;6
20;59.64;316.19;0.84;1225
30;54.08;0.86;0.14;5
30;54.08;316.19;1.04;1226
40;61.40;54.97;0.03;46
40;61.40;316.19;1.30;1250
50;68.59;12.00;0.02;10
50;68.59;316.19;1.50;1246
10;55.76;96.53;0.02;51
10;55.76;316.19;0.50;978
20;61.52;0.86;0.14;4
20;61.52;316.19;0.73;1194
30;65.19;53.52;0.02;40
30;65.19;316.19;1.02;1239
40;61.22;0.86;0.21;5
40;61.22;316.19;1.44;1248
50;62.97;3.26;0.20;8
50;62.97;316.19;1.48;1254
10;63.25;90.26;0.02;63
10;63.25;316.19;0.53;1006
20;55.90;0.86;0.07;5
20;55.90;316.19;0.76;1192
30;68.59;0.86;0.05;6
30;68.59;316.19;1.51;1249
40;66.47;0.76;0.09;6
40;66.47;316.19;1.74;1255
50;62.63;2.40;0.13;7
50;62.63;316.19;1.92;1258
10;61.52;0.86;0.08;5
10;61.52;316.19;0.51;980
20;52.39;0.86;0.02;6
20;52.39;316.19;0.84;1207
30;64.38;0.86;0.08;6
30;64.38;316.19;1.21;1241
40;65.30;0.86;0.04;6
40;65.30;316.19;1.19;1242
50;64.44;0.73;0.11;5
50;64.44;316.19;2.17;1259
10;63.66;0.86;0.27;4
10;63.66;316.19;0.52;1053
20;62.80;0.86;0.05;6
20;62.80;316.19;0.76;1191
30;58.73;0.86;0.05;6
30;58.73;316.19;1.35;1245
40;67.27;0.81;0.08;6
40;67.27;316.19;1.62;1253
50;63.66;8.53;0.06;8
50;63.66;316.19;1.62;1253
10;47.38;22.97;0.04;23
10;47.38;316.19;0.48;991
20;54.41;0.86;0.11;5
20;54.41;316.19;0.67;1165
30;65.80;0.86;0.07;6
30;65.80;316.19;0.89;1219
40;68.62;2.95;0.04;11
40;68.62;316.19;1.76;1259
50;63.64;2.03;0.19;9
50;63.64;316.19;1.18;1243
10;51.66;0.86;0.09;4
10;51.66;316.19;0.51;999
20;53.76;0.86;0.08;5
20;53.76;316.19;0.81;1197
30;59.41;0.86;0.07;6
30;59.41;316.19;1.01;1233
40;65.19;0.86;0.03;6
40;65.19;316.19;1.16;1241
50;63.03;0.76;0.05;6
50;63.03;316.19;1.36;1248
10;56.86;0.86;0.08;5
10;56.86;316.19;0.51;1043
20;55.44;0.86;0.11;5
20;55.44;316.19;0.78;1202
30;65.12;34.54;0.02;11
30;65.12;316.19;1.06;1233
40;62.37;2.03;0.07;7
40;62.37;316.19;1.32;1243
50;63.64;9.47;0.10;16
50;63.64;316.19;2.31;1265
10;60.11;8.68;0.03;15
10;60.11;316.19;0.54;1040
20;68.59;0.86;0.12;5
20;68.59;316.19;0.83;1203
30;61.52;0.86;0.49;5
30;61.52;316.19;1.02;1229
40;63.66;0.86;0.06;6
40;63.66;316.19;1.44;1246
50;65.30;4.26;0.17;10
50;65.30;316.19;1.30;1249
10;57.80;0.86;0.25;3
10;57.80;316.19;0.52;1001
20;61.55;0.86;0.14;5
20;61.55;316.19;0.88;1231
30;64.44;0.86;0.06;6
30;64.44;316.19;0.87;1215
40;65.07;0.82;0.07;6
40;65.07;316.19;1.34;1242
50;65.12;4.36;0.06;9
50;65.12;316.19;1.15;1237
10;63.89;0.86;0.18;4
10;63.89;316.19;0.52;1035
20;63.78;0.86;0.10;4
20;63.78;316.19;0.80;1206
30;63.13;0.86;0.05;6
30;63.13;316.19;1.07;1231
40;63.64;32.75;0.04;30
40;63.64;316.19;1.90;1257
50;65.19;0.81;0.04;6
50;65.19;316.19;1.68;1251
10;62.94;0.86;0.26;3
10;62.94;316.19;0.51;992
20;55.76;0.86;0.15;5
20;55.76;316.19;0.79;1206
30;61.22;37.92;0.04;25
30;61.22;316.19;1.03;1235
40;65.12;0.81;0.12;5
40;65.12;316.19;1.80;1258
50;65.95;1.06;0.19;6
50;65.95;316.19;1.46;1248
10;48.41;0.86;0.16;4
10;48.41;316.19;0.51;1025
20;62.63;0.86;0.05;6
20;62.63;316.19;0.70;1178
30;63.70;0.86;0.16;5
30;63.70;316.19;1.08;1234
40;58.26;0.86;0.04;6
40;58.26;316.19;1.19;1241
50;64.35;1.98;0.05;11
50;64.35;316.19;1.90;1258
10;68.62;0.86;0.52;5
10;68.62;316.19;0.50;1010
20;57.80;0.86;0.18;4
20;57.80;316.19;0.70;1176
30;62.94;0.86;0.17;5
30;62.94;316.19;1.07;1242
40;67.94;2.08;0.32;5
40;67.94;316.19;1.57;1260
50;66.53;1.33;0.05;6
50;66.53;316.19;1.57;1250
10;66.47;0.86;0.26;3
10;66.47;316.19;0.50;1002
20;58.52;0.86;0.03;6
20;58.52;316.19;0.82;1204
30;60.61;0.86;0.06;6
30;60.61;316.19;0.90;1224
40;67.90;0.82;0.07;6
40;67.90;316.19;1.31;1246
50;66.47;12.64;0.08;11
50;66.47;316.19;1.74;1264
10;55.87;0.86;0.06;4
10;55.87;316.19;0.49;937
20;58.82;6.86;0.05;11
20;58.82;316.19;0.79;1212
30;63.78;65.57;0.02;48
30;63.78;316.19;1.01;1237
40;65.12;2.32;0.05;6
40;65.12;316.19;1.26;1240
50;63.70;2.87;0.09;9
50;63.70;316.19;1.57;1250
