10;374.73;0.51;15.27;3837217.79
20;332.34;0.77;19.67;6806271.19
30;325.92;0.89;20.65;10012275.72
40;324.02;1.03;21.00;13271775.73
50;322.06;1.21;21.19;16489317.43
10;358.67;0.58;14.98;3672777.67
20;333.12;0.71;19.56;6822244.26
30;323.42;0.88;20.57;9935562.28
40;325.56;1.06;20.99;13334809.06
50;322.76;1.23;21.20;16525555.27
10;368.57;0.54;15.73;3774181.15
20;337.96;0.73;19.81;6921388.60
30;326.93;0.95;20.60;10043266.45
40;324.25;1.06;20.98;13281405.54
50;322.56;1.17;21.20;16515222.33
10;379.98;0.56;16.01;3891019.61
20;327.86;0.79;19.53;6714488.04
30;322.84;0.94;20.62;9917501.72
40;321.05;1.08;20.97;13150254.02
50;322.71;1.19;21.21;16522774.01
10;381.30;0.57;15.66;3904523.12
20;334.72;0.70;19.70;6855086.25
30;323.69;0.89;20.63;9943798.55
40;324.82;1.01;21.00;13304547.88
50;322.73;1.15;21.20;16523614.87
10;376.00;0.50;14.92;3850258.58
20;329.26;0.74;19.75;6743306.93
30;327.81;0.93;20.56;10070346.80
40;325.31;1.01;21.05;13324592.58
50;321.72;1.21;21.19;16472192.11
10;356.42;0.55;15.63;3649734.51
20;334.20;0.74;19.66;6844404.56
30;321.99;0.90;20.56;9891454.73
40;322.59;1.05;20.96;13213293.11
50;323.15;1.21;21.20;16545327.68
10;374.04;0.54;14.55;3830147.89
20;336.42;0.73;19.64;6889925.12
30;322.17;0.89;20.63;9897210.02
40;323.45;1.02;20.98;13248456.41
50;322.35;1.18;21.21;16504303.71
10;368.31;0.53;15.36;3771445.56
20;333.31;0.77;19.56;6826241.37
30;323.24;0.93;20.61;9929809.66
40;323.31;1.08;21.05;13242782.21
50;322.13;1.19;21.17;16493256.81
10;372.22;0.47;14.22;3811545.03
20;336.00;0.76;19.73;6881285.64
30;322.32;0.93;20.52;9901661.37
40;324.07;1.04;20.97;13273735.99
50;321.63;1.20;21.21;16467329.51
10;378.02;0.54;15.87;3870878.77
20;334.50;0.75;19.63;6850494.86
30;322.60;0.88;20.61;9910208.54
40;322.54;1.02;20.97;13211270.86
50;322.22;1.19;21.21;16497765.00
10;377.65;0.57;16.50;3867092.37
20;335.41;0.72;19.63;6869256.65
30;322.32;0.94;20.58;9901605.92
40;324.24;1.00;21.04;13280689.28
50;321.98;1.18;21.19;16485428.63
10;371.01;0.55;16.45;3799138.89
20;337.60;0.82;19.67;6913986.35
30;321.14;0.91;20.60;9865468.33
40;324.99;1.02;21.02;13311469.24
50;321.83;1.18;21.19;16477577.76
10;368.75;0.60;16.45;3775951.60
20;329.90;0.74;19.74;6756326.15
30;324.19;0.91;20.59;9959168.93
40;325.85;1.08;21.01;13346732.01
50;322.40;1.17;21.18;16507091.39
10;345.73;0.65;15.92;3540224.59
20;335.46;0.72;19.63;6870226.52
30;330.10;0.95;20.67;10140643.38
40;322.90;1.08;20.96;13225982.15
50;321.84;1.22;21.20;16478426.16
10;355.14;0.59;16.07;3636657.91
20;325.96;0.74;19.82;6675628.35
30;328.78;0.90;20.62;10099981.24
40;324.62;1.08;21.04;13296515.07
50;322.32;1.19;21.24;16502707.37
10;367.67;0.58;15.94;3764918.20
20;342.66;0.74;19.58;7017765.43
30;319.91;0.91;20.55;9827764.43
40;323.66;1.05;21.01;13257105.82
50;322.61;1.20;21.21;16517491.17
10;365.86;0.59;15.41;3746375.62
20;327.03;0.72;19.64;6697636.18
30;332.70;0.88;20.64;10220401.55
40;324.36;1.05;20.99;13285978.64
50;322.01;1.18;21.20;16487058.69
10;376.39;0.56;14.67;3854278.52
20;330.84;0.79;19.72;6775608.85
30;330.97;0.87;20.64;10167513.61
40;323.06;1.06;20.98;13232518.22
50;321.91;1.20;21.22;16481647.19
10;379.90;0.52;15.43;3890173.64
20;330.88;0.75;19.82;6776387.02
30;328.39;0.96;20.54;10088228.13
40;325.31;1.02;20.99;13324782.56
50;321.86;1.17;21.19;16479008.21
