10;264.03;0.86;30.86;2703638.61
20;263.82;1.12;44.24;5403054.40
30;263.80;0.94;47.16;8103960.27
40;263.77;1.85;48.53;10804130.77
50;263.79;0.56;49.43;13505862.94
10;264.25;0.78;29.41;2705967.74
20;263.84;0.92;42.97;5403470.88
30;263.82;0.46;46.94;8104404.84
40;263.80;0.85;48.43;10805172.36
50;263.79;0.47;49.32;13506032.48
10;264.43;0.80;31.24;2707775.30
20;263.82;0.90;43.68;5403106.54
30;263.81;1.12;46.99;8104150.26
40;263.78;1.31;48.67;10804416.33
50;263.79;1.35;49.65;13505798.89
10;264.08;0.86;31.84;2704170.10
20;263.81;0.73;43.04;5402917.39
30;263.79;1.30;47.33;8103715.98
40;263.78;0.77;48.41;10804328.46
50;263.76;1.12;49.47;13504739.42
10;265.18;0.79;30.63;2715405.02
20;263.82;1.30;44.04;5403122.25
30;263.80;0.67;47.07;8103918.03
40;263.78;1.20;48.57;10804284.47
50;263.80;0.90;49.50;13506324.22
10;263.95;0.83;29.87;2702881.31
20;263.83;1.35;44.35;5403316.89
30;264.42;0.68;46.85;8123072.80
40;263.78;1.07;48.52;10804478.56
50;263.78;0.68;49.46;13505727.12
10;264.21;0.81;30.72;2705469.89
20;263.79;0.99;43.38;5402417.31
30;263.80;0.87;46.52;8103942.64
40;263.78;0.61;48.34;10804380.99
50;263.78;1.12;49.55;13505292.15
10;263.91;0.74;29.00;2702425.71
20;263.92;0.45;40.55;5405000.99
30;263.79;1.13;47.43;8103671.37
40;263.78;0.63;48.14;10804527.19
50;263.77;0.86;49.54;13504987.93
10;265.70;0.73;31.27;2720805.48
20;263.81;1.20;43.64;5402906.27
30;263.79;1.86;47.40;8103703.50
40;263.79;0.67;48.63;10804917.45
50;263.79;0.37;49.47;13506041.03
10;264.03;0.78;30.43;2703685.10
20;263.79;1.10;43.34;5402410.36
30;263.80;1.09;46.74;8103814.11
40;263.79;1.14;48.48;10804676.93
50;263.80;1.16;49.71;13506488.53
10;263.96;0.79;30.71;2702947.00
20;263.85;0.80;43.30;5403747.60
30;263.80;0.82;47.28;8103991.48
40;263.78;1.72;48.63;10804323.76
50;263.77;1.08;49.60;13505186.14
10;265.22;0.71;32.29;2715902.91
20;263.86;0.76;43.04;5403896.64
30;263.82;0.85;46.86;8104456.50
40;263.78;0.80;48.70;10804413.31
50;263.77;0.80;49.55;13505244.75
10;264.02;0.86;31.52;2703574.76
20;263.80;1.44;43.71;5402559.88
30;263.79;0.86;46.99;8103671.25
40;264.30;1.01;48.76;10825871.46
50;263.78;1.20;49.67;13505423.01
10;264.03;0.78;32.85;2703679.53
20;263.87;0.70;43.50;5404128.42
30;263.80;0.96;47.01;8103932.19
40;263.79;0.51;48.25;10805028.91
50;263.77;0.94;49.43;13504995.43
10;264.04;0.85;29.34;2703801.52
20;264.60;0.86;43.61;5418969.47
30;263.81;1.28;47.33;8104251.75
40;263.78;1.33;48.49;10804402.78
50;263.77;0.98;49.73;13505270.08
10;264.04;0.74;30.43;2703719.18
20;263.81;1.46;44.40;5402855.15
30;263.80;0.78;47.02;8103843.48
40;263.76;0.88;48.74;10803791.54
50;263.77;1.33;49.62;13504995.22
10;263.97;0.84;30.42;2703032.45
20;263.83;0.88;43.34;5403169.04
30;263.80;0.82;46.86;8104062.12
40;263.79;1.48;48.69;10804739.55
50;263.79;0.57;49.39;13506191.99
10;264.10;0.86;30.52;2704432.13
20;263.81;1.13;43.40;5402774.93
30;263.79;1.84;47.19;8103502.90
40;263.80;0.63;48.49;10805346.97
50;263.77;0.95;49.45;13505124.10
10;263.99;0.85;30.28;2703295.33
20;263.85;0.82;43.32;5403589.71
30;263.82;1.14;47.17;8104484.72
40;263.77;1.36;48.53;10804077.58
50;263.79;0.72;49.47;13505996.95
10;266.03;0.78;30.33;2724138.75
20;263.80;1.04;44.20;5402622.23
30;263.79;1.09;46.92;8103634.35
40;263.78;0.85;48.48;10804608.62
50;263.77;1.16;49.55;13505116.64
